# Multiple projects
J0631+1036 143.6
J0633-2015 -17.65
J0636-4549 -4.0885
J0646+0905 -149.6788
J0647+0913 -121.1094
J0652-0142 36.1978
J0656-5449 10.2910
J0658+0022 81.6457
J0709-5923 7.3732
J0711+0931 62.7331
J0719-2545 156.567
J0725-1635 148.3106
J0726-2612 119.45
J0733-2345 248.3994
J0746-4529 139.5516
J0749-4247 116.2
J0804-3647 252.1910
J0807-5421 -53.1632
J0808-3937 123.3719
J0812-3905 87.5150
J0818-3049 103.1547
J0820-3826 128.7497
J0820-3921 137.9
J0821-4221 273.6732
J0831-4406 554.3955
J0835-3707 61.9
J0835-4510 39.3755
J0837-2454 362.0
J0838-2621 102.421
J0843-5022 157.8714
J0847-4316 488.9
J0849-6322 -90.9975
J0855-3331 146.279
J0855-4644 226.194
J0855-4658 385.183
J0856-6137 -113.7087
J0857-4424 162.4425
J0901-4624 266.7734
J0904-7459 6.79935
J0905-6019 -67.2
J0919-6040 -80.8243
J0924-5302 116.5572
J0930-2301 -103.554
J0932-3217 248.076
J0932-5327 63.1531
J0934-4154 -11.4973
J0934-5249 1.98003
J0941-5244 -196.3701
J0942-5657 141.471
J0949-6902 -41.0
J0954-5430 91.7254
J0955-5304 -130.4904
J0957-5432 57.3172
J0959-4809 38.4651
J1000-5149 34.2
J1001-5507 270.1467
J1001-5559 129.04
J1001-5939 -9.76251
J1002-5919 192.5175
J1003-4747 52.0
J1006-6311 -62.8
J1012-5830 296.5033
J1012-5857 49.2046
J1015-5719 107.997
J1016-5819 104.317
J1016-5857 -514.775
J1018-1642 -41.3886
J1019-5749 -331.736
J1020-5921 -53.0
J1031-6117 -8.6986
J1032-5206 9.4245
J1034-3224 -45.0924
J1035-6345 -16.69
J1038-5831 -29.8044
J1042-5521 180.9184
J1043-6116 189.7299
J1047-3032 -19.26
J1048-5838 -14.8656
J1049-5833 344.64
J1052-5954 -279.189
J1052-6348 -26.9865
J1054-5943 129.0201
J1054-6452 96.32
J1055-6028 355.5687
J1055-6236 -25.7494
J1055-6905 -86.5811
J1058-5957 65.88
J1059-5742 -57.76
J1103-6025 520.1439
J1104-6103 -11.0584
J1105-6107 195.077
J1106-6438 66.8956
J1112-6103 251.819
J1112-6926 -50.113
J1114-6100 -6720
J1115-6052 262.271
J1116-4122 -23.2279
J1123-6651 -71.4756
J1124-5638 106.9099
J1124-5916 169
J1124-6421 -949.711
J1126-6054 1.4236
J1130-5826 266.4576
J1130-5925 294.6144
J1130-6807 -148.2508
J1132-4700 -66.9723
J1132-5627 185.9680
J1137-6700 -32.4516
J1138-6207 605.891
J1142-6230 182.4965
J1143-5158 -68.3834
J1143-5536 32.1047
J1144-6217 190.6375
J1146-6030 3.9669
J1148-5725 212.3
J1151-6108 183.0140
J1152-6012 -52.6482
J1154-6250 -15.6606
J1156-5707 239.32
J1159-6409 280.4973
J1204-6843 -80.0727
J1210-6550 -27.0
J1211-6324 -261.7677
J1214-5830 209.4379
J1215-5328 32.1440
J1222-5738 26.0078
J1224-6208 37.0638
J1225-5556 75.5707
J1225-6035 103.1167
J1225-6408 344.2
J1226-3223 -48.0
J1231-4609 -3.0
J1232-4742 -50.2100
J1233-6312 687.861
J1234-3630 -74.46
J1235-6354 69.2495
J1237-6725 62.4460
J1240-4124 27.3
J1243-5735 188.3020
J1244-5053 12.3407
J1244-6359 188.442
J1245-6238 -250.1592
J1248-6444 212.6969
J1249-6507 249.1492
J1252-6314 342.106
J1254-6150 -27.2161
J1255-6131 7.0066
J1301-6310 17.1802
J1302-6350 14.8538
J1303-6305 -777.4771
J1305-6203 -476.8857
J1308-4650 -5.32638
J1308-5844 9.0782
J1312-5402 191.737
J1312-5516 134.123
J1312-6400 7.0518
J1317-6302 -515.922
J1320-5359 148.148
J1321-5922 57.5641
J1322-6241 102.604
J1324-6302 -31.2930
J1326-6408 234.699
J1327-6222 -323.504
J1327-6301 96.3961
J1327-6400 -96.3877
J1328-4357 -34.8664
J1328-4921 159.541
J1331-5245 108.2808
J1332-3032 -9.5400
J1333-4449 -37.3591
J1334-5839 64.4543
J1336-2522 -12.0408
J1339-4712 7.3703
J1339-6618 356.8224
J1341-6023 -704.209
J1341-6220 -945.187
J1345-6115 -81.2510
J1350-5115 19.3014
J1355-5153 -72.78
J1355-6206 -411.6242
J1356-5521 89.4363
J1401-6357 54.8707
J1402-5124 -8.53
J1403-6310 -725.194
J1403-7646 66.4011
J1405-5641 200.8619
J1406-5806 -150.0152
J1407-6048 -201.6947
J1409-6953 -19.1143
J1412-6111 -81.953
J1412-6145 -54.8993
J1413-6141 -356.753
J1413-6222 -473.411
J1414-6802 113.211
J1415-6621 233.4117
J1416-6037 276.5859
J1420-5416 11.2458
J1423-6953 -45.1
J1424-5556 -126.4745
J1424-5822 -642.548
J1424-6438 -78.4734
J1425-5723 -13.9040
J1425-5759 -832.0481
J1425-6210 138.3095
J1427-4158 -28.2
J1428-5530 -4.5
J1429-5935 -543.7552
J1433-6038 -230.3273
J1434-6006 -364.8471
J1435-5954 -27.1
J1437-6146 136.2074
J1440-6344 16.47
J1449-5846 24.8770
J1452-5851 68.0536
J1457-5902 18.5142
J1501-0046 -2.0
J1502-5653 -252.6984
J1509-5850 16.2764
J1509-6015 253.2104
J1512-5431 5.0829
J1513-5739 276.6
J1513-5908 222.463
J1513-5946 95.62
J1514-4834 -3.8557
J1514-5925 2.6035
J1515-5720 43.7
J1517-4356 8.36683
J1517-4636 -61.3053
J1518-0627 -0.36
J1518-3952 -58.3163
J1518-5415 78.4076
J1519-6106 -11.8163
J1519-6308 -279.6157
J1522-5525 12.3694
J1524-5819 -185.0061
J1525-5417 -84.2452
J1525-5523 48.1119
J1527-3931 -10.1673
J1528-4109 36.5756
J1530-5327 -30.0961
J1530-6343 201.829
J1531-4012 61.8280
J1534-4428 17.112
J1534-5334 23.9705
J1535-4415 60.7
J1536-3602 -36.1895
J1537-4912 1.7016
J1537-5153 -178.5864
J1538+2345 8.0534
J1538-5750 95.0
J1539-4828 -166.5357
J1539-5521 102.3481
J1539-6322 190.2274
J1542-5034 -85.8
J1542-5303 -617.7384
J1543-5013 -271.3186
J1543-5459 172.3463
J1544-5308 -40.4347
J1547-5750 -142.6964
J1547-5839 -9.7252
J1548-4821 -147.594
J1548-4927 -206.9187
J1548-5607 21.7333
J1549+2113 19.8735
J1550-5242 -533.2363
J1551-6214 58.6115
J1554-5209 -141.4839
J1558-5756 -82.5161
J1600-5044 140.8110
J1601-5335 -79.9892
J1602-5100 82.4784
J1603-2531 7.73064
J1603-2712 -11.5759
J1603-3539 -47.5581
J1604-4718 1.3289
J1604-4909 12.0701
J1604-7203 34.0771
J1609-4616 -114.8865
J1611-4949 -436.5543
J1611-5209 -101.6850
J1611-5847 24.5642
J1612-5805 -39.1442
J1613-4714 -131.278
J1613-5211 -138.0
J1614+0737 26.7995
J1615-5444 -258.4563
J1615-5537 22.7515
J1616-5017 -431.1138
J1617-4216 31.6213
J1617-4608 -36.4240
J1620-5414 86.1463
J1621-5039 -469.3565
J1622-4332 151.028
J1622-4347 24.0125
J1623-0841 -247.177
J1623-0908 -198.5725
J1623-4949 31.4546
J1625-4048 12.6713
J1626-6621 27.2
J1629-3825 92.6267
J1630-4719 -370.2760
J1632-1013 -215.0
J1632-4621 303.562
J1632-4818 -459.1444
J1634-5640 171.0450
J1635-4944 -128.2689
J1635+2332 20.2368
J1636-2614 -46.9264
J1636-4440 283.1462
J1637-4450 -203.213
J1637-4553 2.5995
J1637-4642 -39.9440
J1638-3815 26.7074
J1638-3951 79.5647
J1638-4344 -205.5441
J1638-4417 139.584
J1638-4608 365.38
J1638-5226 -52.3
J1639-4604 -63.9630
J1640-4715 -421.169
J1640-4951 -68.0
J1643-4505 -850.9092
J1643-4550 -72.0499
J1644-4559 -620.886
J1646-5123 -330.0984
J1647-3607 145.1078
J1648-3256 -51.4587
J1648-4611 -652.015
J1648-6044 71.57
J1649-3935 -12.1206
J1649-4349 765.083
J1649-4653 -563.944
J1650-4126 -358.0808
J1650-4921 -203.9211
J1651-7642 24.9224
J1652-1400 -25.4002
J1653-4249 12.97
J1654-3710 -104.5798
J1655-3844 -160.2032
J1656-3621 -24.2297
J1657-4432 354.0957
J1700-3919 188.6903
J1700-4012 191.1679
J1700-4939 -129.9754
J1701-3130 -24.7
J1703-4442 -372.6362
J1704-5236 -12.12
J1705-4331 -30.9566
J1706-6118 71.5
J1707-4341 -180.1583
J1707-4417 -663.0
J1708-3641 -138.2
J1711-1509 15.76
J1711-4322 -325.3159
J1714-1054 4.2316
J1715-3903 228
J1716-4711 -223.5572
J1717-5800 56.4
J1718-4539 -246.4176
J1719-4006 -206.018
J1719-4302 -506.2249
J1720-2933 10.49
J1720-3659 -83.55
J1721-3532 166.379
J1722-3632 -332.18
J1722-3712 111.206
J1722-4400 -305.2535
J1725-0732 62.1
J1726-4006 286.8942
J1731-3123 -163.676
J1731-4744 -444.181
J1732-4156 -76.2785
J1733-4005 -214.597
J1734-0212 41.6674
J1737-3102 -43.37
J1737-3555 61.4456
J1738-2736 176.5218
J1738-2955 -190.489
J1738-3211 -13.9688
J1739+0612 27.8718
J1739-2903 -301.7928
J1739-3023 -124.0
J1739-3131 40.0256
J1739-3951 -10.8874
J1740+1000 30.8375
J1740-3015 -157.045
J1740-3052 -146.971
J1740-3327 359.563
J1741-0840 116.274
J1741-3927 211.63
J1742-4616 -28.9375
J1743-0339 47.8856
J1743-1351 47.2414
J1743-3153 532.9537
J1744-1610 64.5
J1744-3130 -219.802
J1744-5337 50.8373
J1745-0129 35.0
J1745-3812 -75.4555
J1750-3157 71.4285
J1751-3323 -233.819
J1754-3443 122.324
J1755-0903 89.2
J1757-1500 63.3763
J1757-2421 -27.8737
J1758-1931 298.4847
J1759-2549 60.8028
J1759-3107 143.026
J1800-0125 39.12
J1802+0128 19.94
J1802-1745 287.7978
J1803-1920 83.11
J1803-2137 -37.7733
J1803-3329 464.97
J1805-0619 61.1495
J1806+1023 23.6
J1807+0756 143.79
J1807-2715 -443.5377
J1808-0813 69.1507
J1808-1020 125.9481
J1808-1517 -167.7059
J1808-3249 299.571
J1809-0119 22.0
J1809-0743 -43.3607
J1809-1429 -75.2832
J1809-2109 267.174
J1810-1441 -150.98
J1811+0702 139.118
J1811-0154 30.4248
J1811-2439 -82.7381
J1812+0226 213.3018
J1812-3039 47.56
J1813+1822 116.94
J1813-2113 392.087
J1814-0521 20.2
J1815-1738 165.993
J1816-0755 9.0002
J1816-1729 90.9591
J1816-5643 123.7
J1817-3837 96.6026
J1818-0151 127.0
J1818-1607 1442
J1819-1008 122.9855
J1819-1114 -215.5915
J1819-1458 323.8
J1819-1510 233.9211
J1820-0509 78.8938
J1820-1818 -86.1488
J1821+1715 97.4141
J1821-0256 66.3
J1821-0331 179.75
J1821-1432 84.37
J1822+1120 108.04
J1822-4209 48.7840
J1823-0154 105.4229
J1824-0127 74.299
J1824-0132 67.1
J1824-1118 176.5048
J1824-1159 413.034
J1824-1350 381.0
J1826-1131 27.2907
J1827-0934 -379.293
J1828-0611 485.557
J1828-1057 216.0927
J1828-1101 66.5183
J1829-0734 249.328
J1831-0952 -7.56306
J1832-0827 14.1756
J1833-0827 -289.0037
J1833-1034 58.2180
J1834-0010 48.8
J1834-0031 65.9
J1834-0426 91.74
J1834-0731 102.844
J1834-0742 -158.3
J1835-0349 148.5
J1835-0643 62.6523
J1835-1020 123.7
J1836-1008 819.153
J1836-1324 81.4
J1837+1221 150.2
J1837-0045 139.7
J1838+1523 160.8
J1838-0549 53.2134
J1839-0141 362.264
J1839-0223 137.151
J1839-0321 428.0057
J1839-0332 494.4
J1839-0402 251.3478
J1839-0436 276.6616
J1839-0459 71.0175
J1839-0905 760.9972
J1839-1238 -17.8661
J1840+0214 108.6
J1840-0559 254.8059
J1840-1122 21.16
J1840-1207 -129.7262
J1840-1419 63.3
J1841-0157 98.3192
J1841-0345 462.087
J1841-0524 218.395
J1842+0257 69.6
J1842+0358 34.0
J1842+0638 335.881
J1842+1332 128.4739
J1842-0800 219.736
J1843+2024 152.882
J1843-0355 255.115
J1843-0459 335.551
J1843-0510 27.6
J1843-0702 183.9
J1843-0806 178.188
J1843-1507 392.6
J1844-0030 214.2218
J1844-0244 107.738
J1845+0623 236.828
J1845-0545 404.5612
J1845-0635 -224.0292
J1846-0749 260.9515
J1846-07492 487.7159
J1847-0402 105.48
J1847-0438 40.5902
J1847-0443 86.9751
J1847-0605 374.2707
J1848+0351 173.96
J1848+0826 271.5
J1848+1516 237.6
J1848-0023 24.4123
J1848-0123 513.4640
J1848-1150 73.0650
J1849+0409 -1.9014
J1849-0317 -39.8672
J1849-0636 489.2629
J1850+0026 -21.241
J1850+0423 24.2301
J1850-0006 698.4873
J1850-0026 660.4262
J1851+0418 95.9018
J1851-0053 -19.1009
J1851-0114 367.5490
J1852+0013 449.5714
J1852-0118 707.9441
J1853+0011 753.0
J1853+0505 12.3830
J1853-0004 630.246
J1854+0306 -45.0541
J1854+0319 223.8640
J1854-1421 89.0901
J1855+0527 127.9935
J1855-0941 164.1028
J1856+0113 -121.918
J1856+0245 257.085
J1856-0526 159.287
J1857+0057 89.2858
J1857+0143 28.8922
J1858+0319 -155.225
J1859+0601 77.2184
J1859+1526 331.825
J1900+0634 636.3182
J1900-0933 41.8534
J1900-7951 25.9366
J1901+0124 365.097
J1901+0156 -34.6151
J1901+0234 -34.1845
J1901+0355 674.2274
J1901+0511 808.0
J1901+0716 274.752
J1901+1306 233.57
J1901-0312 221.469
J1902+0556 -96.0342
J1902+0615 545.901
J1902-1036 28.0
J1903+0601 159.241
J1903-0632 196.909
J1903-0848 -4.12413
J1904+0004 299.829
J1904+1011 -105.276
J1904-0150 200.7564
J1904-1224 39.9381
J1905+0616 148.046
J1907+0345 433.547
J1907+0631 438.284
J1907+0731 285.56
J1907+0740 578.516
J1907+0859 216.46
J1907+0918 691.8098
J1907-1532 27.92
J1908+0500 132.067
J1908+0909 367.0738
J1908+0916 308.38
J1909+0007 5.0881
J1909+0254 268.05
J1909+0749 -240.9
J1909+1102 552.436
J1910+0714 146.148
J1910+0728 568.174
J1910+1231 1000.67
J1912+1036 155.488
J1913+0657 16.85
J1913+0904 -3.49991
J1913+0936 140.55
J1913+1011 219.99
J1913+1400 600.5858
J1914+0631 -95.36
J1914+1122 368
J1915+0227 158.9
J1915+0838 412
J1916+0844 596.3
J1916+1030 -388
J1916+1225 816.15
J1916-2939 -14.72
J1917+0834 -48.73
J1918+1541 -5.0
J1918-1052 -72
J1919+1745 518.919
J1920-0950 -38.9
J1921+1948 137.8209
J1921+2003 134.6
J1922+1733 522.9303
J1923+1706 587.050
J1924+1631 668.3
J1924+1639 548.73
J1925+1720 447.4261
J1926+2016 184
J1926-0652 -46.5
J1926-1314 -74.7
J1927+0911 489.7
J1927+1852 250.7
J1927+2234 232.3
J1928+1443 36.9
J1928+1746 205.7942
J1928+1923 345.8616
J1929+1844 173.4
J1929+1955 301.4
J1929+2121 105.3
J1930+1316 11.6
J1931+1439 15.5
J1931+1536 184.5
J1931+1952 148.7
J1932+1500 -86.5
J1932+2220 141.8294
J1932-3655 5.7
J1933+0758 319.8
J1934+2352 -35.6
J1935+1616 -3
J1935+1745 39.8250
J1935+2025 22.2902
J1938+2010 145.00
J1938+2213 141.31
J1940+2245 103.2
J1940+2337 226.1
J1941+1341 -91.5
J1943+0609 -34.2687
J1943-1237 -67.7
J1945-0040 -62.2
J1946-1312 -164.8791
J1946-2913 9.2144
J1947+0915 -115.1646
J1949+2306 146.6
J1949-2524 -28.7
J1952+1410 -22.7
J1954+1021 -22.6
J1954+2407 -7.6
J2013-0649 -59.1
J2040+1657 -98.5
J2048+2255 -173.4
J2108-3429 60.88
J2127-6648 39.1948
J2136-1606 16.1696
J2154-2812 0.7425
J2248-0101 -16.1959
J0133-6957 20
J0532-6639 54
J0540-6919 -246
J0927+2345 8
J1057-4754 -5
J1116-2444 1.3
J1216-6223 -532.0
J1257-1027 1
J1306-6242 -755
J1337-6306 -763
J1346-4918 30
J1406-6121 200
J1546-5302 -250
J1610-5006 -749
J1710-4148 -432
J1716-4111 -417
J1755-2025 428
J1827-0958 -75
J1837-0822 1281
J1838-0453 -54
J1843-0744 698
J1844-0302 948
J1851-0029 652
J1853+0545 73
J1904+0800 756
J1905+0600 1099
J1906+0912 671
J1907+1149 917
J1907+1247 1160
J1913+1050 683
J1913+1145 928.2
J1749-5417 50
J1801-2304 -1122.3
J1818-1422 1165.6
J1820-1346 872
J1915+1606 356.2
J1915+1647 179.6
J1437-5959 -705.0
# RelBin
J0737-3039A 120.47
J1141-6545 -92.60
J1146-6610 -114.83
J1232-6501 274.46
J1528-3146 -19.00
J1748-2021B -1.60
J1753-2240 0.0
J1811-1736 -188.00
J1904+0412 0.0
J1906+0746 150.00
J1910-5959A -43.60
